000054|24 18 7 11 15 19 9 12 17 11 13 21 9 8 4 11 8 17 4 9 7 14 17 8 9 10 11 8 10 14 20
000055|23 8 14 4 12 6 13 12 9 5 12 5 16 4 15 13 5 9 5 11 2 14 3 8 8 7 5 13 14 19 19
000056|24 18 14 7 9 6 12 10 9 5 12 3 15 3 16 22
000057|23 3 11 19 4 8 14 3 11 16 27 11 12 4 7 15 7 19 6 14 2 15 4 16 11 3 13 3 10 12 12 4 13 2 8 9 7 4 9 15 8 17 19
000058|22 8 13 14 5 22 6 11 14 8 10 4 9 5 12 7 14 20
000059|24 28 22 26 24 25 21 9 12 10 16 5 8 12 11 16 19
000060|24 9 14 5 14 4 10 6 12 3 10 13 6 15 17 19 8 7 11 17 4 8 3 10 6 12 18 20
000061|24 4 14 5 8 5 10 14 3 16 9 17 4 9 4 18 4 17 20
000062|24 4 16 4 8 16 7 12 16 9 17 9 6 5 13 5 12 8 10 14 22 21
000063|23 19 6 7 7 11 5 11 4 15 4 22 9 12 15 11 25 20
000064|23 5 12 4 9 8 14 6 20 5 14 3 17 9 16 6 16 18 13 15 19 28 20
000065|24 3 13 12 4 14 4 20 3 5 13 9 8 9 15 11 22 19
000066|22 9 9 6 13 4 15 19 7 9 6 10 22 23 4 16 2 12 6 10 6 10 6 12 20 19 7 10 5 14 28 17
000067|24 20 4 18 14 14 18 7 13 4 6 5 10 7 9 9 16 26 14 4 16 7 12 3 13 16 23 12 13 5 13 4 9 22 16
000068|23 9 14 20 11 8 6 8 3 14 18 11 8 6 11 8 11 10 13 20
000069|23 7 11 4 21 3 12 11 10 21 11 11 16 21 5 13 12 11 8 14 2 19 14 8 12 3 17 8 8 6 8 5 11 12 9 13 18 5 5 14 11 13 16 6 8 21 17
000070|24 17 2 7 21 19 9 8 3 13 13 5 9 5 22 20
000071|24 14 5 14 4 17 5 13 2 10 13 6 14 21 22 7 12 3 19 15 7 7 14 12 8 13 7 11 7 10 5 12 8 19 19
000072|25 13 3 20 5 14 4 12 5 14 8 11 7 13 3 22 21
000073|22 3 11 2 10 5 21 10 12 15 9 13 5 10 4 7 5 7 4 20 4 4 11 6 9 18 14 13 12 9 16 22
000074|24 13 14 8 14 7 13 7 11 8 5 3 11 8 11 5 15 18
000075|22 13 11 5 9 5 12 10 21 8 8 9 16 8 11 4 13 5 14 3 15 21
000076|24 4 12 6 10 6 20 14 7 13 7 12 7 11 3 9 6 10 24 21
000077|24 15 10 9 10 23 4 11 7 15 8 20 21
000078|24 13 4 11 7 10 4 17 4 15 8 13 2 12 15 11 3 16 3 17 19
000079|22 7 11 14 4 12 7 20 27 16 6 10 7 10 3 12 9 20 12 7 16 7 14 19 5 15 22 20
000080|24 11 4 10 6 26 10 8 17 6 11 13 3 11 9 24 17
000081|24 2 12 5 13 6 18 7 10 5 9 7 15 7 15 20
000082|22 9 12 6 12 3 13 14 6 10 4 11 4 14 7 21 4 12 14 8 9 4 20 19
000083|24 15 5 11 14 8 17 5 13 2 8 10 4 10 4 13 7 6 19 4 15 20
000084|22 6 14 3 14 3 13 5 26 10 11 18 8 11 7 18 4 13 15 12 20 21
000085|25 7 10 3 13 8 17 4 22 15 5 10 13 9 18 10 4 10 9 15 16 4 13 15 21 19
000086|23 14 16 7 13 26 11 5 7 14 7 12 8 15 12 8 16 20 9 12 19
000087|24 9 10 6 17 18 11 6 10 6 12 12 6 11 14 5 9 7 16 7 4 16 6 12 8 4 13 7 15 9 10 15 4 9 5 11 10 15 21
000088|22 5 14 5 15 11 7 17 17 5 10 4 10 3 10 7 20 20
000089|24 12 14 9 17 17 11 10 9 17 8 8 12 9 14 6 11 22
000090|23 9 13 7 20 9 13 2 12 5 12 20 12 8 15 8 10 3 14 8 9 9 20 6 10 3 11 7 9 5 10 8 12 20
000091|24 12 4 15 20 13 6 9 3 12 7 12 5 14 8 5 10 11 2 14 26 21
000092|24 4 15 16 22 6 17 10 10 6 14 5 25 15 14 11 4 13 4 12 8 16 8 11 8 11 8 18 20
000093|25 6 13 8 12 6 16 6 7 7 13 26 7 13 3 14 6 17 5 11 5 12 13 6 18 15 6 8 4 12 9 12 13 8 9 13 6 13 20
000094|24 2 12 9 13 20 17 22 13 4 17 4 13 2 10 6 11 6 11 21
000095|23 10 14 6 9 13 3 12 2 15 20 5 6 14 20 2 11 2 11 7 17 21
000096|21 11 16 21 6 12 6 11 4 15 27 5 17 19 10 13 10 16 10 16 17 9 12 9 18 10 13 15 16 7 15 11 13 8 16 24 19
000097|24 8 11 15 6 17 10 11 7 14 8 9 6 11 5 9 11 21 22
000098|22 14 11 5 23 17 4 17 6 12 16 8 17 7 12 6 10 8 7 5 20 19
000099|24 14 7 11 7 15 6 9 6 13 14 2 13 15 14 16 7 14 21
000100|21 4 10 7 15 8 9 10 15 18 12 8 5 13 2 15 3 27 17
000101|21 10 16 6 13 12 6 17 7 12 4 13 11 10 20 20
000102|24 9 16 3 13 16 9 17 10 4 12 4 15 16 6 19 10 6 14 7 13 15 4 14 22
000103|23 7 16 17 22 10 12 4 14 14 7 13 4 23 21
000104|21 8 12 9 9 4 16 9 12 9 17 11 3 4 16 3 17 5 18 21
000105|22 10 11 19 23 9 15 15 8 19 9 7 13 4 12 12 7 13 22
000106|24 4 15 8 15 7 11 7 12 7 19 11 3 15 26 5 13 17 9 19 19
000107|24 11 12 8 11 5 14 8 20 4 9 13 8 12 19 18 10 5 16 4 16 3 11 7 8 7 21 21
000108|18 11 13 9 17 18 7 13 12 8 10 7 17 23 9 11 4 9 10 16 9 11 10 10 6 9 3 15 7 17 21
000109|24 1 10 8 6 5 19 14 11 17 16 5 23 7 3 11 15 10 6 2 11 15 7 5 5 12 3 16 19
000110|23 14 7 7 5 11 11 11 15 16 3 11 15 7 10 14 3 20 5 11 21 5 18 14 8 12 6 11 10 12 3 11 7 11 21 20
000111|22 6 17 24 4 6 13 6 14 6 9 14 5 14 22 4 11 12 4 11 3 13 8 15 20
000112|24 10 14 14 6 13 6 19 9 11 7 9 11 7 13 17 7 20 20
000113|21 4 11 11 13 10 16 5 8 12 8 10 3 6 9 7 10 9 24 20
000114|25 9 13 9 9 3 13 15 4 8 4 15 19 13 13 6 15 12 23 25 10
000115|25 20 4 15 3 11 18 8 11 1 6 7 11 9 11 5 13 8 22 21
000116|23 19 10 19 15 3 13 10 12 4 10 7 23 22
000117|24 16 5 15 7 13 6 13 8 14 20 13 16 7 12 4 10 7 11 5 19 18
000118|25 10 8 19 10 11 9 21 6 5 13 7 10 2 7 8 11 21 20
000119|21 3 18 5 21 18 7 15 19 2 12 5 10 9 21 20
000120|21 11 11 4 14 3 14 3 20 17 11 11 5 5 3 6 9 12 28 25 14 3 22 14 6 17 6 17 4 12 5 9 5 9 4 15 9 14 20
000121|24 9 11 6 14 9 9 5 10 3 15 2 18 13 8 5 12 16 27 20
000122|24 2 8 6 18 3 16 7 11 14 15 8 10 5 16 24 2 10 5 12 4 22 6 10 2 11 19 14 6 11 4 13 20 19
000123|22 6 12 11 14 19 8 11 9 10 5 12 1 7 18 5 12 20
000124|22 6 13 4 13 8 20 13 7 11 17 9 8 5 9 4 14 6 16 21
000125|24 15 11 18 8 7 11 5 12 8 9 5 10 10 9 10 22 20
000126|24 3 10 5 11 5 12 5 17 8 11 8 10 17 11 15 9 7 15 26 18
000127|21 10 12 7 11 5 12 8 13 6 18 16 13 8 9 11 8 5 12 11 4 23 21
000128|23 7 14 4 18 7 11 5 13 4 12 6 12 18 12 17 20
000129|23 7 14 22 5 13 10 11 7 9 5 10 5 12 12 19 19
000130|24 3 10 24 15 15 15 9 10 13 3 19 11 13 12 12 9 7 9 15 21
000131|23 5 13 7 14 5 13 13 7 9 6 9 5 9 15 15 16 3 5 9 12 16 5 15 19
000132|23 4 13 6 12 6 12 4 19 15 4 11 13 8 12 15 7 9 7 14 6 17 20
000133|21 6 13 16 10 25 7 18 8 13 3 10 4 13 8 18 19
000134|22 8 18 19 8 11 15 6 19 10 5 6 6 12 2 17 10 7 4 11 9 8 9 13 21
000135|23 6 16 6 14 7 12 8 9 4 11 6 10 5 17 25 15 6 9 3 24 4 13 15 8 12 4 8 5 13 23 19
000136|21 9 15 19 6 10 6 12 7 21 4 14 5 9 14 6 14 27 7 14 3 14 13 6 9 1 4 6 15 4 14 5 11 13 15 7 14 5 18 18
000137|24 21 5 14 4 20 5 7 7 10 10 7 14 3 15 5 13 17 6 5 3 11 14 3 13 8 19 19
000138|24 4 15 4 21 4 15 10 15 27 13 12 8 7 16 12 8 8 11 29 21
000139|24 2 14 18 23 13 6 11 8 14 2 9 4 17 21
000140|24 15 4 8 4 13 7 16 8 9 7 19 16 5 6 10 6 15 7 10 4 10 5 5 17 8 6 3 10 9 17 19
000141|24 9 16 14 4 11 10 12 4 13 13 8 11 9 12 21
000142|21 9 10 17 8 11 7 16 7 14 3 16 21 16 4 13 3 11 9 13 20 6 4 12 7 14 10 17 19
000143|24 16 6 14 8 11 6 10 3 13 24 7 12 9 11 16 10 11 21
000144|21 8 12 6 9 23 8 9 15 5 22 5 3 10 4 9 3 12 20 7 13 7 9 4 8 20 19
000145|24 8 13 5 19 15 2 10 14 6 10 6 13 15 13 8 9 8 20 23 11 3 15 12 8 10 8 17 4 11 7 11 8 11 11 12 20
000146|23 10 9 5 12 4 10 18 10 11 4 9 16 5 8 6 13 8 9 9 15 11 16 12 10 22 5 14 9 13 3 22 9
000147|18 7 13 2 13 7 16 16 5 11 15 20 6 11 11 7 13 6 17 16
000148|24 9 13 8 14 5 11 8 8 4 9 8 15 8 6 15 10 16 21 15 13 3 11 4 12 5 12 9 9 4 12 3 20 18
000149|24 15 9 10 7 10 4 8 6 13 23 20 12 6 11 11 10 10 5 13 4 15 9 11 7 6 12 17 21
000150|24 13 4 8 14 11 18 12 14 13 7 13 6 9 4 10 14 2 10 4 10 3 8 5 11 3 16 21
000151|21 4 16 1 11 6 13 9 16 7 11 4 14 26 15 6 13 13 19 20 6 12 5 13 9 20 16
000152|22 6 11 3 9 6 11 13 14 3 22 18 3 12 8 17 8 5 9 4 14 13 1 4 4 9 6 19 23
000153|23 9 14 5 15 22 5 9 12 9 11 5 19 21
000154|22 5 14 7 13 6 10 8 8 5 16 9 8 3 12 8 11 19 22
000155|23 9 14 8 12 8 10 9 21 5 9 10 3 15 5 9 7 9 5 10 7 14 17
000156|22 3 9 3 19 7 12 3 14 3 5 5 8 8 6 9 16 5 22 9 13 15 9 11 23 19
000157|22 12 11 3 13 6 13 22 9 11 3 7 6 11 6 16 8 8 2 10 3 14 23 19
000158|23 6 11 18 2 10 3 13 6 16 12 11 2 10 6 4 6 11 17 20
000159|22 11 11 3 18 11 3 13 18 16 3 13 11 6 4 16 7 12 14 13 13 5 11 8 15 20
000160|29 3 9 5 9 5 12 6 21 9 15 19 4 11 4 12 4 11 2 7 9 11 20 14 4 9 13 6 11 5 10 5 11 2 8 12 5 11 5 12 2 21 18
000161|24 15 6 13 19 4 7 10 7 6 5 13 4 17 19 3 10 14 9 17 19
000162|24 17 2 7 7 14 5 18 7 13 16 4 10 8 16 7 8 7 11 8 14 2 17 16
000163|23 7 9 7 8 6 12 2 16 7 11 4 12 8 13 5 14 7 6 10 4 15 6 10 7 16 21
000164|23 3 12 9 5 14 9 5 14 3 15 10 11 7 10 6 14 16 8 10 9 10 3 15 14 5 12 7 12 7 16 17
000165|24 17 6 16 7 11 2 15 3 18 9 11 6 7 9 12 7 17 5 13 4 14 5 14 7 22 18
000166|24 11 4 9 9 11 4 13 8 8 5 15 19 3 13 6 12 6 13 7 15 21
000167|21 4 15 8 17 5 12 3 12 9 8 5 13 22 19 16 21 18
000168|23 13 6 16 8 14 11 9 20 12 12 5 15 7 14 9 9 22 20
000169|22 11 9 3 9 6 14 9 16 5 12 4 12 20 2 16 20
000170|24 19 19 17 15 7 11 5 10 8 13 6 17 7 19 22
000171|23 6 13 16 7 11 6 10 9 13 9 13 20 8 19 21
000172|22 5 9 5 8 19 7 12 2 13 2 14 4 18 18 10 5 11 8 14 22 11 12 5 16 11 3 8 8 8 14 5 20 18
000173|24 16 9 17 10 11 7 16 4 13 15 6 10 7 11 18 5 12 6 22 22
000174|24 17 6 15 16 2 14 2 15 3 11 5 9 5 9 16 7 18 20
000175|24 2 12 5 12 14 3 6 4 18 12 4 12 10 20 21
000176|24 9 5 10 7 9 6 20 9 12 11 7 11 4 14 7 12 2 13 12 11 15 20
000177|23 4 16 10 11 9 19 25 7 10 9 12 8 14 24 20
000178|24 19 9 10 17 3 11 4 8 6 10 13 6 14 8 10 6 26 21
000179|24 3 15 5 18 19 14 4 8 13 5 11 7 14 5 15 18
000180|22 7 7 4 12 7 18 13 7 10 2 13 9 10 21 5 11 2 11 7 7 16 4 14 16 3 16 8 10 12 2 13 5 6 10 8 6 7 12 24 19
000181|22 7 15 8 12 7 6 2 12 3 13 3 17 11 10 10 9 8 11 6 23 18
000182|21 5 15 2 11 6 10 3 12 5 7 9 14 19 10 12 4 15 4 20 12 6 12 5 16 16 6 8 6 8 8 14 22
000183|22 6 11 5 11 7 12 5 16 11 13 6 13 9 10 9 25 21
000184|22 12 15 2 15 4 14 9 25 4 16 4 10 8 16 20 16 10 10 8 17 4 15 6 8 4 16 28 19
000185|24 14 7 10 7 16 9 11 7 12 3 13 6 17 17 7 12 6 8 6 12 4 23 20
000186|23 6 13 8 6 4 12 3 20 5 12 6 10 13 8 13 4 10 3 16 4 23 20
000187|21 4 17 11 16 5 8 18 9 20 10 15 9 16 9 14 7 9 2 5 8 17 18 12 12 13 8 6 3 7 9 13 4 3 11 5 15 10 18 19
000188|23 3 13 8 13 7 19 6 10 14 4 8 7 11 5 15 20 8 6 7 6 14 5 11 7 18 19
000189|23 16 9 17 20 9 8 6 12 12 15 5 18 18 5 9 17 6 11 7 8 6 13 21 10 11 17 24 9 11 11 10 6 17 3 16 21
000190|21 4 14 6 9 5 17 5 14 3 7 3 17 7 12 18 3 13 14 11 12 10 8 9 17 7 7 4 9 10 10 10 4 17 18
000191|21 4 13 4 11 7 8 5 10 9 5 19 5 10 14 3 17 18 13 5 15 4 12 9 5 6 6 10 12 5 11 7 10 5 10 5 14 7 14 20
000192|23 14 4 15 8 10 7 15 9 10 7 10 12 9 12 20 17 7 14 1 8 4 12 8 11 7 12 23 20
000193|22 11 12 18 10 8 6 8 6 7 4 11 13 4 18 19
000194|21 8 15 5 13 7 15 7 7 8 8 3 9 22 8 7 12 4 14 16 10 9 20 18
000195|22 6 14 14 4 8 9 8 13 16 10 10 2 13 5 15 2 12 3 16 3 17 19
000196|24 3 13 26 3 13 7 9 7 13 3 13 3 13 7 17 20
000197|22 7 12 4 19 8 8 7 8 4 10 4 10 14 6 18 20
000198|24 1 14 4 8 4 21 9 14 12 7 12 7 15 4 14 4 11 5 6 7 11 7 14 19
000199|21 9 15 5 13 6 7 4 13 4 12 6 9 2 11 21 12 2 12 5 9 15 11 12 20
000200|22 13 7 19 5 13 4 14 4 18 9 3 15 7 11 19 4 16 4 10 5 8 6 15 19
000201|22 4 17 7 11 9 19 5 16 9 10 8 24 18 7 11 3 15 4 19 17
000202|24 19 7 14 6 22 16 6 11 12 10 10 2 15 3 15 21
000203|24 16 7 10 6 16 14 6 6 4 13 6 15 10 12 16 4 11 4 13 4 20 17
000204|24 3 16 6 23 15 6 10 4 11 7 14 11 6 12 6 9 6 6 11 4 16 5 22 20
000205|22 8 18 3 10 7 14 2 15 8 11 7 8 4 11 10 14 25 20
000206|24 6 12 7 12 10 13 18 10 3 10 6 9 3 9 12 11 8 15 21
000207|23 7 14 18 9 9 3 12 4 11 6 6 10 9 12 7 17 25 4 9 6 14 13 2 13 4 9 4 13 6 11 6 9 4 8 8 11 10 6 21 4 13 5 15 4 19 17
000208|24 10 15 14 11 8 4 12 5 25 13 3 14 21 4 13 8 9 6 19 20
000209|22 3 10 3 11 8 15 15 16 11 14 9 7 6 12 9 8 3 19 9 14 8 12 5 11 6 16 21
000210|24 14 3 13 5 11 12 26 12 8 11 2 14 17 7 15 16 3 16 11 18 20
000211|24 19 4 11 12 6 6 5 9 4 11 4 9 11 7 17 8 14 4 16 10 13 8 12 10 21 20
000212|21 3 13 6 18 13 13 11 5 14 11 16 8 9 4 15 9 17 18 19
000213|21 4 7 4 12 12 4 6 14 10 16 3 14 15 10 7 16 3 20 18
000214|22 10 8 5 13 4 17 9 11 4 12 10 10 7 12 6 8 8 11 7 15 20
000215|23 7 14 6 18 3 13 6 9 6 12 18 10 11 8 7 10 7 10 18 21
000216|22 7 11 9 16 7 11 6 12 21 7 9 18 4 23 9 14 7 11 16 3 23 20
000217|24 11 11 3 14 8 23 6 7 13 12 15 8 9 22 9 11 14 6 12 7 17 25 17 16 7 10 6 14 4 14 6 13 3 13 27 19
000218|25 18 7 20 16 6 14 5 18 4 4 20 22 13 3 17 10 20 21
000219|24 2 15 3 15 6 17 10 9 4 7 5 13 17 21 22
000220|22 6 10 6 13 5 18 11 10 12 4 8 10 6 15 19 4 15 4 15 10 3 7 7 12 7 17 12 11 10 15 9 12 6 19 20
000221|25 13 16 12 9 18 21 4 14 22 15 8 10 7 7 4 13 15 5 10 4 8 6 10 4 19 21 2 12 12 21 19
000222|24 14 8 10 7 4 11 6 17 18 18 15 10 9 8 8 3 13 3 9 8 9 3 19 21
000223|21 5 17 13 7 11 17 4 21 15 3 19 14 8 14 16 8 17 20
000224|24 9 12 17 9 14 15 9 14 9 12 20 16
000225|23 9 12 18 4 14 3 16 3 13 12 6 15 3 16 11 11 3 13 16 4 15 21
000226|24 12 20 9 12 4 11 7 8 1 7 2 17 2 20 3 6 8 3 11 7 13 6 15 20
000227|24 10 3 8 5 11 5 13 16 19 4 4 9 7 13 4 13 7 13 6 13 7 8 5 10 8 8 11 11 21
000228|22 6 11 8 10 6 21 9 14 6 8 4 12 4 9 5 18 4 14 24
000229|24 11 7 21 20 11 4 12 3 13 19 9 10 18 7 10 5 10 7 21 20
000230|24 4 11 18 6 7 3 11 2 9 4 14 9 18 10 9 8 15 9 4 14 7 11 3 17 21
000231|24 10 9 8 6 7 12 18 4 16 7 11 16 9 13 7 11 6 10 8 7 4 19 22
000232|23 9 11 5 11 6 17 21 20 4 7 17 6 16 3 14 7 5 4 12 7 13 4 11 1 12 5 21 18
000233|19 14 13 20 13 7 12 14 5 23 15 8 12 21 10 11 7 10 17 13 7 10 4 7 18 4 10 21
000234|24 14 19 3 15 6 16 2 13 10 6 11 8 14 10 9 17 7 9 4 20 11
000235|24 10 11 11 3 11 5 14 7 15 11 4 9 3 12 3 16 15 3 14 5 15 19
000236|22 8 10 16 10 14 4 8 13 8 11 5 12 8 5 4 15 18 21
000237|25 8 7 4 11 6 22 7 15 19 3 11 4 20 9 12 15 23 21 16
000238|23 9 12 4 19 10 13 4 11 3 11 5 13 10 18 8 15 22
000239|27 7 12 9 13 4 9 11 5 9 7 11 8 10 16 14 14 3 25 20
000240|24 9 5 12 7 11 3 22 19 8 14 9 8 8 6 7 12 9 19 20
000241|24 3 17 6 20 4 13 2 9 3 9 8 10 9 15 10 10 8 9 4 12 6 10 4 11 3 15 3 18 26 9 12 7 8 13 5 9 3 9 19 6 9 8 8 3 13 7 15 19
000242|23 2 9 5 13 3 21 4 11 10 9 8 7 15 8 7 10 11 12 3 12 12 14 19
000243|24 9 8 6 15 19 4 13 5 16 16 6 10 9 9 7 5 8 3 6 9 8 14 19 7 10 4 8 8 10 9 18 20
000244|23 10 11 8 8 18 6 14 15 5 13 10 5 10 3 20 21
000245|24 20 4 9 4 11 16 3 23 12 5 14 16 15 3 14 10 8 6 17 20
000246|24 13 16 6 14 8 9 2 12 3 11 7 6 3 13 7 17 16 5 11 4 9 4 15 2 14 16 7 9 5 14 18 5 6 9 5 12 4 11 7 16 21
000247|24 17 22 4 12 2 12 9 20 14 3 9 3 10 8 21 19
000248|23 10 14 13 7 8 2 6 9 12 12 4 13 4 13 5 12 12 19 3 17 21
000249|24 11 6 12 4 12 2 11 5 9 8 15 6 15 15 8 9 7 10 7 15 14 11 8 4 11 9 8 8 7 2 13 8 19 20
000250|24 3 9 17 11 14 12 5 10 17 3 22 12 10 6 11 6 9 4 10 18 21
000251|24 9 18 8 15 7 7 4 14 3 12 4 11 5 7 6 12 8 4 16 6 8 4 11 13 4 17 9 10 3 11 7 9 4 13 3 14 18
000252|24 3 9 6 10 9 19 20 5 13 12 5 13 8 11 8 15 21
000253|21 8 9 4 14 7 12 4 13 2 11 18 5 17 8 11 3 14 9 19 21
000254|23 7 11 16 12 11 7 19 13 6 9 12 4 16 4 12 4 18 12 11 5 12 7 11 10 19 12
000255|22 3 13 4 15 8 12 5 20 6 15 5 10 7 13 8 16 26
000256|24 16 10 21 6 10 4 12 6 11 6 14 4 12 8 22 20
000257|21 5 12 14 3 19 8 9 6 9 14 5 17 9 11 6 12 5 9 2 11 4 20 19 3 13 5 8 3 11 3 18 5 8 4 13 3 13 10 17 20
000258|23 13 6 6 3 16 4 22 4 7 11 22 11 16 8 15 5 15 4 18 3 9 3 11 18 8 18 5 9 11 6 9 15 5 18 20
000259|24 15 18 6 19 10 11 7 7 12 6 13 8 10 6 11 8 16 20
000260|24 16 4 11 3 7 12 6 18 7 12 5 14 5 9 16 6 6 12 4 13 7 14 21
000261|21 13 5 6 12 17 11 17 8 11 8 13 17 5 13 3 14 3 9 5 14 9 16 19
000262|23 7 17 17 10 4 6 7 11 2 14 3 20 5 11 2 11 7 13 6 15 20
000263|21 3 14 7 12 4 10 10 3 12 7 14 5 12 29 5 12 7 19 6 8 18 15 5 10 7 13 8 17 14 13 16 16 14 9 15 20
000264|23 6 10 10 17 21 11 5 10 5 10 4 15 16 3 16 6 7 9 4 14 5 12 6 11 3 10 9 15 6 9 18 8 13 19
000265|24 13 6 9 4 13 6 16 4 9 16 6 11 8 14 12 13 4 8 4 5 4 13 10 23 14
000266|22 7 8 6 17 16 8 14 8 8 4 6 9 12 6 12 9 7 5 13 8 22 22
000267|24 2 16 2 13 7 8 4 12 4 17 6 13 6 9 11 14 14 5 12 4 14 8 11 6 9 13 6 13 3 13 3 11 16 11 15 19
000268|23 7 10 6 19 10 6 13 3 12 4 10 7 22 3 4 11 9 12 4 4 11 16 5 22 21
000269|24 9 13 3 21 12 12 4 15 10 9 4 7 10 10 9 9 12 8 3 19 7 14 7 11 17 17 2 14 17
000270|24 9 10 23 18 8 13 5 17 13 3 9 3 15 18 9 15 5 15 3 23 17
000271|23 7 14 11 11 6 22 5 5 14 10 10 9 19 9 7 14 20 23 19
000272|22 12 9 8 10 7 16 9 12 2 10 3 10 7 9 8 12 14 7 9 4 10 7 16 27 7 12 10 11 10 19 5 8 10 4 12 8 14 10 8 9 12 25 20
000273|23 9 10 8 16 18 3 9 17 1 7 7 12 19 7 12 7 9 7 14 4 9 3 5 6 16 25 20 12 8 11 8 11 6 21 8 10 7 12 4 5 4 14 4 22 19
000274|24 19 2 10 6 19 15 4 14 10 12 6 13 7 18 17 4 13 7 11 8 16 19
000275|21 11 12 3 12 9 10 4 9 9 6 10 13 22 22
000276|24 11 12 7 13 3 20 3 13 10 9 19 16 4 11 10 11 10 9 13 7 10 10 16 21
